phenotype	description	N	N_case	N_control	prevelence	mean_chi2	lambdaGC	intercept	intercept_se	intercept_z	intercept_p	ratio	ratio_se	h2_observed	h2_observed_se	h2_liability	h2_liability_se	h2_z	h2_p	base::Prop_SNPs
102	Pulse rate, automated reading	317756	NA	NA	NA	2.02137432587	1.58356897954	1.06515872753	0.0263956240798	2.46854279093	0.00678322154222	0.06379514922580702	0.025843242199536834	0.158352861381	0.0109442858685	0.158352861381	0.0109442858685	14.4689990086	9.51101412585e-48	1.0
2010	Suffer from 'nerves'	325248	69352	255896	0.213228	1.30219994116	1.24558364942	1.00896980915	0.0132285642292	0.678063695821	0.248865653995	0.029681703831795667	0.043774211795657436	0.0459192240777	0.00452606459834	0.0911044260176	0.00897977972477	10.1455078866	1.73484433163e-24	1.0
1883	Number of full sisters	332255	NA	NA	NA	1.16303576273	1.15398404827	1.05211666225	0.00880122222963	5.92152554414	1.59484374145e-09	0.3196639889234495	0.05398338427163385	0.0142284889078	0.00260453834774	0.0142284889078	0.00260453834774	5.46296003672	2.34130022691e-08	1.0
796	Distance between home and job workplace	161121	NA	NA	NA	1.04459750375	1.03913305362	1.00941206096	0.00982746520111	0.957730276009	0.16909939289	0.2110445690601629	0.22035908683975805	0.0144822293384	0.00538905690497	0.0144822293384	0.00538905690497	2.6873402144	0.0036011776217	1.0
2178	Overall health rating	336020	NA	NA	NA	1.72102747581	1.58550998556	1.0832117029	0.0120091655119	6.92901624309	2.11888575332e-12	0.1154071178839603	0.016655628134675745	0.101081002988	0.00388996503371	0.101081002988	0.00388996503371	25.9850672466	3.65239396878e-149	1.0
2335	Chest pain or discomfort	334053	51937	282116	0.155475	1.23568307823	1.19592054606	1.02307559467	0.00863608214927	2.67199805042	0.00377005432559	0.09790942497549927	0.036642775603914324	0.0336280673999	0.0025676370519	0.0774491934452	0.00591355478045	13.0968928708	1.71507418118e-39	1.0
2415	Had major operations	155045	99647	55398	0.642697	1.0825321792	1.07699670875	1.01953472484	0.00876862975395	2.22779674696	0.0129470359447	0.23669222151938202	0.10624498031154293	0.0215120704661	0.00528746073014	0.0354796122057	0.00872054861263	4.0685069004	2.36576800519e-05	1.0
2907	Ever stopped smoking for 6+ months	81538	35064	46474	0.430033	1.0324156026	1.0275158827	1.000884679	0.00892990863848	0.0990692104422	0.460541659152	0.02729176468154724	0.27548180266842315	0.0239432432674	0.0098294379198	0.0380374586748	0.0156155469205	2.43587105008	0.00742798970754	1.0
2664_4	Reason for reducing amount of alcohol drunk: Financial reasons	124798	6549	118249	0.0524768	1.02624654347	1.02628836266	1.00597403631	0.00879140005364	0.679531845955	0.248400468293	0.22761230684764133	0.33495458410432055	0.00979164843156	0.00640750803625	0.0423821917421	0.0277342713109	1.52815234506	0.0632373587845	1.0
2764	Age at last live birth	123676	NA	NA	NA	1.23290621736	1.19847725528	1.01784228785	0.00961869401097	1.85495950179	0.0318010049881	0.0766071771397618	0.04129857124425247	0.0956236759114	0.00770583553859	0.0956236759114	0.00770583553859	12.4092547048	1.16404879685e-35	1.0
3090	Used an inhaler for chest within last hour	309688	2245	307443	0.00724923	1.02727872593	1.02532429006	0.988304214073	0.0081195491995	-1.44044769474	0.925129610937	-0.42875117985369765	0.2976513353581734	0.0095513395996	0.0024906920134	0.170176427646	0.0443767143643	3.83481359726	6.28297776282e-05	1.0
3486	Ever tried to stop smoking	25181	NA	NA	NA	1.01887728336	1.01656786267	1.00068202226	0.00883277123227	0.0772149802255	0.469226262365	0.036129258805366826	0.4679047860902698	0.0607187907918	0.0308025100134	0.0607187907918	0.0308025100134	1.97122866823	0.0243488630942	1.0
4407	Average monthly red wine intake	24396	NA	NA	NA	1.02370131168	1.02116835809	1.00245951372	0.00865332105084	0.284227720329	0.388117936673	0.10377120679196317	0.3650988252368458	0.0345320090259	0.0332836002869	0.0345320090259	0.0332836002869	1.03750822411	0.14974953246	1.0
3751	Chest pain or discomfort when walking uphill or hurrying	41494	11056	30438	0.266448	1.03811267869	1.04290891616	1.01581169484	0.00865406280853	1.82708343923	0.033843612421	0.4148670569018459	0.22706519472147965	0.0285098740847	0.0185187638678	0.0516536322175	0.0335519341513	1.53951280378	0.0618395772654	1.0
3872	Age of primiparous women at birth of child	23804	NA	NA	NA	1.04822523343	1.04234876064	1.01186831086	0.0085067602449	1.39516226084	0.0814834572911	0.2461016777407286	0.1763964555584801	0.0404308284109	0.0337326597527	0.0404308284109	0.0337326597527	1.19856627693	0.115348318786	1.0
4559	Family relationship satisfaction	110290	NA	NA	NA	1.12863503918	1.11253952168	0.999262814425	0.00915656909354	-0.0805089293951	0.53208375267	-0.00573083025723221	0.07118254211415567	0.0660232878736	0.0071202960573	0.0660232878736	0.0071202960573	9.27254812753	9.08755097668e-21	1.0
4728	Leg pain on walking	110337	24101	86236	0.218431	1.13418020134	1.12591929265	1.00159624299	0.0086829554657	0.183836366894	0.427070912829	0.011896263165406911	0.06471115245796673	0.0682180916592	0.00729397223579	0.133935908635	0.0143206116618	9.35266675742	4.27325853521e-21	1.0
5364	Average weekly intake of other alcoholic drinks	79291	NA	NA	NA	1.01608386866	1.01780152377	0.988039573131	0.00874874872468	-1.36710142731	0.914203242013	-0.7436287328184211	0.5439455463691916	0.0280603188706	0.010343596484	0.0280603188706	0.010343596484	2.71282033419	0.00333566332486	1.0
6032	Maximum workload during fitness test	49623	NA	NA	NA	1.0486574541	1.05091432179	1.00283642076	0.00822796098377	0.344729486487	0.365148874217	0.05829365339973265	0.169099701896105	0.0588049569433	0.0154195659723	0.0588049569433	0.0154195659723	3.81365837721	6.84623544935e-05	1.0
5507	Leg pain on walking : action taken	23719	NA	NA	NA	1.03392846932	1.03613812096	1.01183624263	0.00860852662851	1.37494406841	0.084574392767	0.3488587272364314	0.25372575892449173	0.0326263634877	0.0325010178361	0.0326263634877	0.0325010178361	1.0038566685	0.15772385258	1.0
5832_1	Which eye(s) affected by hypermetropia (long sight): Right eye	13923	1032	12891	0.074122	1.00813268732	1.00899692262	0.996900227114	0.00787414344101	-0.3936647725	0.653085723515	-0.3811498913062566	0.9682092936221575	0.0445387864711	0.0525789875533	0.155307895688	0.183344283967	0.847083379572	0.198474324209	1.0
6138_5	Qualifications: NVQ or HND or HNC or equivalent	334070	62848	271222	0.188128	1.10954537429	1.1003452463	1.00862937535	0.00865038268175	0.997571514278	0.159243589897	0.07877443850832021	0.0789662068140589	0.0174024665814	0.00244886748384	0.0365376087154	0.00514155631342	7.10633249703	5.95835640594e-13	1.0
6143_1	Transport type for commuting to job workplace: Car/motor vehicle	177550	142996	34554	0.805384	1.10671673769	1.10002954862	1.01685961633	0.00934614201727	1.80391184938	0.0356225635472	0.15798474255965705	0.08757897045477399	0.0300215436192	0.00509307852557	0.0620518394392	0.0105269367534	5.89457701633	1.87821182564e-09	1.0
6145_100	Illness, injury, bereavement, stress in last 2 years: None of the above	335219	189518	145701	0.565356	1.16088246099	1.15246826817	1.00067109027	0.00796984977767	0.084203628347	0.466447266716	0.004171307826331403	0.04953833829037387	0.028298653094	0.00242721270218	0.0448913237364	0.0038503878905	11.6589094432	1.03336236457e-31	1.0
6148_6	Eye problems/disorders: Other serious eye condition	108817	6058	102759	0.0556714	1.02412729229	1.0234965002	1.01829389986	0.00892122215063	2.0506046758	0.0201527303329	0.7582243228494979	0.36975645856878686	0.000563315178183	0.00672551901354	0.00234772939434	0.0280299542633	0.0837578746039	0.466624470737	1.0
6151_1	Fractured bone site(s): Ankle	335546	4693	330853	0.0139862	1.0372007986	1.0396651323	0.988080814812	0.00887163210233	-1.34351662141	0.910447626189	-0.3204013257398217	0.2384796143451008	0.0084635261845	0.00245759317857	0.0918028790975	0.0266572259038	3.4438271795	0.000286771091667	1.0
6152_7	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Blood clot in the lung	336782	2788	333994	0.00827835	1.04748241466	1.04576956612	1.01200119069	0.00921263989249	1.30268748466	0.0963407382602	0.25275021868865416	0.19402214396438358	0.00564394104517	0.00247787215791	0.0908128652507	0.0398697769137	2.27773697975	0.0113711265358	1.0
6149_2	Mouth/teeth dental problems: Painful gums	336138	9287	326851	0.0276285	1.04950692697	1.04409027751	0.997015936763	0.00815274728904	-0.366019346804	0.642824680425	-0.06027567090676346	0.16467892048094887	0.00945901276929	0.00227379732241	0.0629432236586	0.0151305571638	4.16000699625	1.59118922967e-05	1.0
6154_1	Medication for pain relief, constipation, heartburn: Aspirin	333581	46946	286635	0.140733	1.15380156422	1.13235673669	1.02061308193	0.00941713120067	2.18889187117	0.0143023500221	0.1340238770638567	0.06122909899248401	0.0218133511617	0.00282602748155	0.0528696305014	0.00684952200279	7.71873285171	5.87459318669e-15	1.0
6157_4	Why stopped smoking: Financial reasons	82082	20359	61723	0.248032	1.02131896107	1.02375601303	1.00861351919	0.00774556286363	1.11205852216	0.133056494488	0.4040309075828306	0.36331802646262124	0.00330082786375	0.00853988439491	0.00614806491754	0.0159062410448	0.386519033644	0.349556154494	1.0
6155_3	Vitamin and mineral supplements: Vitamin C	335591	28536	307055	0.0850321	1.08430449035	1.08362166479	1.00087659333	0.00965000276531	0.0908386613783	0.463810394845	0.010397943571978834	0.11446605899087099	0.0128725925673	0.00262875814038	0.0413371745007	0.00844161216173	4.89683412466	4.86964910701e-07	1.0
6159_7	Pain type(s) experienced in last month: Knee pain	336650	71561	265089	0.212568	1.28645144161	1.2436351341	1.01896232264	0.0104393891532	1.81642070786	0.0346529305148	0.06619733707337262	0.036443835278286575	0.0412902820785	0.0031020527672	0.0820317906225	0.00616287732342	13.3106317581	1.00388402016e-40	1.0
6177_3	Medication for cholesterol, blood pressure or diabetes: Insulin	154702	2116	152586	0.0136779	1.03814099438	1.03243028654	1.00335135945	0.00841824034366	0.39810688571	0.345275699472	0.08786764742957194	0.22071370926620865	0.013707844561	0.00465074592514	0.151156013333	0.05128364346	2.94745074911	0.00160202893389	1.0
20001_1059	Cancer code, self-reported: malignant melanoma	337159	2677	334482	0.00793987	1.02725902028	1.02834566284	0.989285163431	0.00952552296352	-1.12485546568	0.869674856927	-0.39307489625436126	0.34944480268478123	0.00709275432919	0.00295677047593	0.117832293569	0.0491209804491	2.39881803032	0.00822404315324	1.0
20001_1072	Cancer code, self-reported: cin/pre-cancer cells cervix	337159	1180	335979	0.00349983	1.01882191893	1.0235820008	0.999498298228	0.00860211267707	-0.0583230877023	0.523254361256	-0.026655187174054216	0.45702633766786066	0.00274631013631	0.00214724861012	0.0867164946509	0.0678007447708	1.27899029641	0.100450236493	1.0
20001_1056	Cancer code, self-reported: chronic myeloid	337159	85	337074	0.000252107	0.997291198854	0.999483361689	1.00334956146	0.00738939347452	0.453293152436	0.325168831471	NA	NA	-0.00292486423489	0.00200291640784	-0.833166198403	0.570543490303	-1.46030269833	0.9278965496	1.0
20001_1063	Cancer code, self-reported: primary bone cancer	337159	105	337054	0.000311426	1.0007793122	1.0017718259	1.00051184186	0.00849656293503	0.060241048835	0.47598182641	0.656786664477765	10.902643250405216	0.00118039094515	0.00219715298454	0.280191180897	0.521541521376	0.537236575447	0.295552104853	1.0
20002_1065	Non-cancer illness code, self-reported: hypertension	337159	87690	249469	0.260085	1.83625929594	1.54630173183	1.05360660289	0.0151558500465	3.53702383716	0.00020233157077	0.06410284841933855	0.01812338603597443	0.12486016161	0.0056710865244	0.228300090819	0.0103692767322	22.0169734799	9.90287209304e-108	1.0
20002_1142	Non-cancer illness code, self-reported: gastric/stomach ulcers	337159	2328	334831	0.00690475	1.00574796085	1.00501544758	0.986753058842	0.00805881878004	-1.64378198835	0.949889378421	-2.3046331555427537	1.4020309091327345	0.00309968574509	0.00210916012355	0.0573422478799	0.0390181433116	1.46963035688	0.0708309469474	1.0
20002_1138	Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux	337159	14316	322843	0.0424607	1.09041836067	1.08174415069	1.0142656982	0.00922953769459	1.54565685456	0.0610937312246	0.15777435131993908	0.10207592380807778	0.0127348200863	0.00259246145928	0.0632917633687	0.0128844739157	4.91225049487	4.50184601544e-07	1.0
20002_1462	Non-cancer illness code, self-reported: crohns disease	337159	1032	336127	0.00306087	1.03940659141	1.03505478854	0.99358455211	0.00855640731982	-0.749782899535	0.773307265224	-0.16280139085439002	0.2171313735688164	0.00907292709744	0.0022941569772	0.318991334202	0.0806593271571	3.95479785717	3.82996941511e-05	1.0
20002_1554	Non-cancer illness code, self-reported: cervical intra-epithelial neoplasia (cin) / precancerous cells cervix	337159	252	336907	0.000747422	1.00687562179	1.00762870506	1.00934312312	0.00833452316276	1.12101471616	0.131140799184	1.358876826986531	1.2121846461083816	-0.0010767275492	0.00213726058375	-0.12116284015	0.240503331284	-0.503788614914	0.692795035481	1.0
20002_1561	Non-cancer illness code, self-reported: raynaud's phenomenon/disease	337159	345	336814	0.00102326	1.01037935581	1.01040928842	0.986036021795	0.00866187844205	-1.61211892986	0.946531968898	-1.3453607779726968	0.8345294835611337	0.00459856328398	0.0023233446538	0.397492177408	0.200826055504	1.97928588703	0.0238919138261	1.0
20002_1617	Non-cancer illness code, self-reported: osteopenia	337159	831	336328	0.00246471	1.00450324589	1.00558332304	0.995221799547	0.00823118488426	-0.580499711733	0.719211159454	-1.06105697320577	1.8278337641851587	0.00104756178342	0.00211150737475	0.0438750006459	0.0884362038567	0.496120352667	0.30990475025	1.0
20002_1452	Non-cancer illness code, self-reported: eczema/dermatitis	337159	8718	328441	0.0258572	1.07124897048	1.0520272104	1.01210828019	0.00913677107391	1.32522530061	0.092548218099	0.16994323021853536	0.12823723644626367	0.00908877959251	0.00300426189346	0.0633412841154	0.0209372231127	3.02529536865	0.00124195211512	1.0
20002_1072	Non-cancer illness code, self-reported: essential hypertension	337159	1537	335622	0.00455868	1.01969961636	1.01424612552	1.02321768259	0.00829543315032	2.79885114728	0.00256423865844	1.1785855198422435	0.421096177618523	0.000488291526248	0.00213344631971	0.0124963314239	0.0545990476038	0.228874531192	0.40948321817	1.0
20002_1221	Non-cancer illness code, self-reported: gestational diabetes	337159	177	336982	0.000524975	1.00662159615	1.00633578197	1.00478896387	0.00853140020839	0.561333866757	0.287284979202	0.7232340599512541	1.2884204976434455	-0.000722687003766	0.00221704588104	-0.109700708623	0.336537813649	-0.32596844745	0.627775886149	1.0
20002_1525	Non-cancer illness code, self-reported: benign / essential tremor	337159	93	337066	0.000275834	1.00843673319	1.02071293415	1.01323881018	0.00909062091907	1.45631528318	0.0726527412728	1.5691867792422791	1.077504848961089	-0.00157870261361	0.00235663535478	-0.416075855998	0.621104357501	-0.669896855452	0.748538227771	1.0
20002_1494	Non-cancer illness code, self-reported: varicose veins	337159	1213	335946	0.00359771	1.04039261468	1.04222766572	1.00662246559	0.00879458643457	0.753016146892	0.225720105556	0.1639523869025199	0.2177275846994672	0.00575051074599	0.00246121222908	0.177617217596	0.0760199723732	2.33645464542	0.00973377938651	1.0
20002_1476	Non-cancer illness code, self-reported: sciatica	337159	3158	334001	0.0093665	1.0214624832	1.02165985048	1.01096115874	0.00906452389212	1.20923711725	0.113285880808	0.5107125135023325	0.42234273677041784	0.0005211218004	0.00223770587811	0.00763199337435	0.0327719094124	0.232882169858	0.407926452107	1.0
20002_1386	Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug	337159	3043	334116	0.00902542	1.0145414313	1.00771205194	0.996270496614	0.00777060348732	-0.479950288598	0.684368629252	-0.25647429808765554	0.5343767973076546	0.00420206188408	0.00195113652183	0.0632999471407	0.0293919609238	2.15364831577	0.015633881093	1.0
20002_1514	Non-cancer illness code, self-reported: cystitis	337159	273	336886	0.000809707	1.01004490207	1.00884055046	1.02571347196	0.00820544005499	3.13371029272	0.000863055919833	2.5598529261252727	0.8168760628793408	-0.00322346736793	0.00203775074841	-0.339078393172	0.214352177513	-1.58187519766	0.943160967998	1.0
20002_1517	Non-cancer illness code, self-reported: prostatitis	337159	129	337030	0.000382609	0.998832473793	1.00174511454	0.989528580142	0.00836260099084	-1.25217260391	0.894746511788	NA	NA	0.002421580717	0.00214455134014	0.481628822265	0.426530377033	1.12917824427	0.129411324689	1.0
20002_1143	Non-cancer illness code, self-reported: gastritis/gastric erosions	337159	521	336638	0.00154526	1.00273017937	1.00395594157	1.01389844535	0.00826140570657	1.68233419845	0.0462520266001	5.090671153271659	3.0259571243166423	-0.00214457944577	0.0021680317038	-0.1316242399	0.133063629634	-0.989182695996	0.838713118469	1.0
20002_1425	Non-cancer illness code, self-reported: cerebral aneurysm	337159	226	336933	0.000670307	1.00525336023	1.00253473399	1.00363313007	0.00772038382052	0.470589306963	0.318967022574	0.6915821330296053	1.4696086859535442	-0.000356827121851	0.00208587853446	-0.0440215671297	0.257333695524	-0.171068025273	0.567914861318	1.0
20002_1572	Non-cancer illness code, self-reported: whooping cough / pertussis	337159	372	336787	0.00110334	1.00047803171	1.01003375301	0.997416903787	0.00847021215848	-0.304962398136	0.61980260454	-5.403608447117299	17.718933482110153	-0.000291230805583	0.00233663653769	-0.0236383739134	0.189658123794	-0.124636759241	0.549594437187	1.0
20002_1313	Non-cancer illness code, self-reported: ankylosing spondylitis	337159	968	336191	0.00287105	1.01235435493	1.00659608523	0.993436661682	0.00826698983847	-0.793921178879	0.786379340342	-0.5312570631838327	0.6691559279646729	0.00463792302569	0.0021617469901	0.171691323939	0.0800257358077	2.14545136269	0.015958388102	1.0
20002_1512	Non-cancer illness code, self-reported: umbilical hernia	337159	304	336855	0.000901652	1.00457583545	0.999213605202	0.996446450646	0.00875670820165	-0.405808812187	0.657558458348	-0.7765902851335501	1.9136851192270516	0.00103181576112	0.00215136625397	0.0991578178506	0.206746970903	0.479609531485	0.315752533782	1.0
20002_1560	Non-cancer illness code, self-reported: breast fibroadenoma	337159	127	337032	0.000376677	1.00547278406	1.00684154486	0.997580822411	0.00809290156898	-0.298925863403	0.617501693645	-0.4420378300778879	1.4787540463898008	0.00095080918564	0.00215062364358	0.191657370193	0.433507456627	0.442108589514	0.329205314524	1.0
20002_1635	Non-cancer illness code, self-reported: fracture radius	337159	149	337010	0.000441928	1.00310957533	1.01040332698	1.01229623173	0.00877449849772	1.40136005866	0.0805532149088	3.9543122183142883	2.8217674635952714	-0.000939648659896	0.00218126949191	-0.165196880718	0.383482605199	-0.430780636405	0.666686059805	1.0
20002_1659	Non-cancer illness code, self-reported: meningioma / benign meningeal tumour	337159	80	337079	0.000237277	1.00004837467	1.00101365843	1.00297260983	0.00788849217299	0.376828647227	0.353150475016	61.449721084692925	163.0707260099369	0.000767856712277	0.00219393286886	0.230510157316	0.658617425175	0.349990978837	0.363172733934	1.0
20002_1664	Non-cancer illness code, self-reported: dysmenorrhoea / dysmenorrhea	337159	226	336933	0.000670307	0.993233340781	0.984402174377	1.01328790165	0.00791690095933	1.67842211408	0.0466323617561	NA	NA	-0.00214503365021	0.00207791730924	-0.264631629845	0.256351523517	-1.03229981322	0.849034155719	1.0
20002_1240	Non-cancer illness code, self-reported: neurological injury/trauma	337159	94	337065	0.0002788	0.997817939439	1.00769121489	0.994238187944	0.00878567776505	-0.655818732468	0.744029618949	NA	NA	0.000759975021742	0.00218668653138	0.198455022454	0.571017352241	0.34754639535	0.3640904348	1.0
20002_1503	Non-cancer illness code, self-reported: anal problem	337159	69	337090	0.000204651	1.00551837206	1.00938120282	1.00788648358	0.0092158134096	0.85575556173	0.196066500059	1.4291322679977514	1.6700239319615808	-0.00166545272348	0.00239792575946	-0.568389583128	0.818369686256	-0.694538901763	0.756327843328	1.0
20002_1501	Non-cancer illness code, self-reported: pyloric stenosis	337159	94	337065	0.0002788	1.00832238544	1.00756917369	0.997552014725	0.00864783680611	-0.283074869422	0.611440277332	-0.29414466461728705	1.0391055384685879	0.000863030153928	0.0021501411996	0.225366181356	0.561474137751	0.401383013399	0.344069076867	1.0
20002_1569	Non-cancer illness code, self-reported: mumps / epidemic parotitis	337159	729	336430	0.00216218	0.996835620702	1.00188609519	1.00184028892	0.00782605818867	0.235148893633	0.4070465854	NA	NA	3.32967409516e-05	0.00198807445396	0.00155132618709	0.0926262413126	0.016748236408	0.493318732729	1.0
20002_1430	Non-cancer illness code, self-reported: hypopituitarism	337159	118	337041	0.000349983	1.00068721503	1.00416096369	0.978199724159	0.00821899730281	-2.65242523365	0.996004208766	-31.722641300197072	11.959862580749304	0.00624049461777	0.00229488260083	1.33982853868	0.492709214549	2.71930887249	0.00327092445773	1.0
20002_1228	Non-cancer illness code, self-reported: thyroid radioablation therapy	337159	80	337079	0.000237277	0.997716391878	1.01065819357	1.01335935597	0.00874636038525	1.52741887818	0.0633284425418	NA	NA	-0.0020435915333	0.00224804631373	-0.613485039981	0.674862251183	-0.909052238298	0.818338723917	1.0
20002_1140	Non-cancer illness code, self-reported: oesophageal stricture	337159	83	337076	0.000246175	0.996464138472	1.01146473758	0.995468508998	0.00847974518838	-0.534389996557	0.703464130735	NA	NA	0.00115235312762	0.0021539554258	0.335086390891	0.626336782077	0.534993952903	0.296327019405	1.0
20002_1530	Non-cancer illness code, self-reported: iritis	337159	138	337021	0.000409302	1.00958374075	1.0154559662	1.01091435692	0.00848680022441	1.28603909933	0.099214708219	1.1388410013605579	0.8855415064397406	-0.00234275814577	0.00211272456694	-0.439794793578	0.396611688868	-1.10888006058	0.866259036672	1.0
20002_1605	Non-cancer illness code, self-reported: femoral hernia	337159	94	337065	0.0002788	1.00639696126	1.00954208602	0.998273545619	0.00870940010626	-0.198228851526	0.578566992447	-0.2698866400007622	1.3614902065116834	0.00232704999693	0.00222128199586	0.607670970992	0.580051390838	1.04761574679	0.147407839731	1.0
20003_1140921600	Treatment/medication code: citalopram	337159	5758	331401	0.017078	1.03933745409	1.0460288545	0.9963596826	0.00821725186994	-0.443009105412	0.671120425663	-0.09254074734236735	0.20889129864781972	0.00887207178469	0.00237075960525	0.0831356720318	0.0222151824051	3.74229076835	9.11751725354e-05	1.0
20003_1189	Treatment/medication code: co-enzyme q10/ubiquinone/bio-quinone/coenzyme q10	337159	1148	336011	0.00340492	1.00380030797	1.00298311503	1.00200341953	0.00876772861921	0.228499263077	0.409629064475	0.527172940339843	2.307110024082681	0.00050684091389	0.00231065871794	0.0163597989708	0.0745833871726	0.219349101603	0.413189057765	1.0
20003_1140916682	Treatment/medication code: evening primrose oil	337159	5336	331823	0.0158264	1.01326140544	1.01068502351	0.987530974093	0.00831105595887	-1.50029382173	0.93323084543	-0.9402492037957875	0.6267100418455888	0.00595904535433	0.00225104227007	0.0590251725102	0.0222968865679	2.64723831869	0.00405760699602	1.0
20003_1140862382	Treatment/medication code: becotide 50 inhaler	337159	2063	335096	0.00611877	1.02859570545	1.02490546516	1.00120924165	0.00812051692445	0.148911905108	0.44081157352	0.04228752627186054	0.28397679984802743	0.0055274883316	0.00226393436522	0.112303304429	0.0459968967771	2.44154089293	0.00731236595961	1.0
20003_1141175690	Treatment/medication code: actonel 5mg tablet	337159	277	336882	0.000821571	0.99237525276	0.988083241644	1.0051336179	0.00842704556299	0.609183593716	0.271201376842	NA	NA	-0.00144094577078	0.00230984157908	-0.149730135864	0.240017980186	-0.623828830441	0.733629998206	1.0
20003_1140923350	Treatment/medication code: co-dydramol	337159	2097	335062	0.00621962	1.02841403042	1.03476820766	1.02045474562	0.00884812326532	2.31176092424	0.0103954309512	0.7198818793197407	0.3113997956147592	0.000354340812131	0.00222466580306	0.00710826739053	0.0446279932802	0.159278221315	0.436724839288	1.0
20003_1140872590	Treatment/medication code: phenoxymethylpenicillin	337159	68	337091	0.000201685	0.995308876125	0.991186551455	0.989044448292	0.00910400771818	-1.20337680362	0.885584729943	NA	NA	0.00146304422892	0.00243140743115	0.505681880766	0.840383809587	0.60172730007	0.273677837312	1.0
20003_1140910814	Treatment/medication code: sodium thyroxine	337159	159	337000	0.000471588	1.00876046759	1.00901777316	1.00489438917	0.00824690208986	0.593482148325	0.276429263258	0.5586904030478274	0.9413769304179994	0.00167314055754	0.00209775488699	0.27827907405	0.348901522292	0.797586299486	0.212555302079	1.0
20003_1140910494	Treatment/medication code: b12 - hydroxocobalamin prep	337159	274	336885	0.000812673	0.986907845645	0.986674790328	0.995911709444	0.00858816484795	-0.476037736645	0.68297625321	NA	NA	0.000644610463048	0.00237801519606	0.0675986322624	0.249376303935	0.271070792195	0.393168292642	1.0
20003_1140923018	Treatment/medication code: anastrozole	337159	314	336845	0.000931311	1.00232883669	1.00090537222	0.987497237645	0.00826163489623	-1.51335208009	0.934904874854	-5.368672878690743	3.5475372514496857	0.00263528718768	0.00213270614384	0.246470210149	0.199465369055	1.23565414546	0.108293574494	1.0
20003_1140911754	Treatment/medication code: anadin tablet	337159	247	336912	0.000732592	1.00981866179	1.01271021974	1.00486098847	0.00848950372488	0.572588060376	0.283461822879	0.4950764752249596	0.8646294072216978	0.000673670607117	0.00229644410118	0.0770999018283	0.262822235206	0.293353801546	0.384625866909	1.0
20003_1140874370	Treatment/medication code: aciclovir	337159	263	336896	0.000780047	1.00120951856	1.00587772997	1.00514324487	0.0084773559069	0.60670389759	0.272023717561	4.252307507252836	7.008867957074965	-0.00183836199598	0.00199543829278	-0.19955110078	0.216601468445	-0.921282308069	0.821548472271	1.0
20003_1140923572	Treatment/medication code: adipine mr 10 m/r tablet	337159	126	337033	0.000373711	1.00540382382	1.01214928502	0.99845402948	0.00806491694671	-0.191690817192	0.576007800291	-0.28608825372458735	1.4924463149290192	0.00160913240672	0.00226798270575	0.326564126325	0.460273988472	0.70949941666	0.239007306682	1.0
20003_1140869930	Treatment/medication code: azathioprine	337159	710	336449	0.00210583	1.00453123687	1.00176440604	1.01131463967	0.00874038018271	1.29452488728	0.097742089278	2.4970311641089364	1.9289170788861425	-0.00199587537006	0.00216077532405	-0.0950150146548	0.102865189961	-0.923684821763	0.822174781552	1.0
20003_1140870856	Treatment/medication code: calcichew 1.25g chewable tablet	337159	719	336440	0.00213253	0.998499485297	1.00885544253	0.989813826157	0.00775504611895	-1.31348978291	0.905491019261	NA	NA	0.00211604699273	0.00202601596923	0.0997056342202	0.0954634787631	1.04443746983	0.148141517678	1.0
20003_1141180226	Treatment/medication code: amoxicillin	337159	275	336884	0.000815639	1.00276759906	1.0048162832	1.00683627293	0.00829750094448	0.8238954084	0.204999494808	2.470109575192364	2.9980863468932286	-0.00109707383795	0.00212827986215	-0.114695172388	0.222504098844	-0.515474424893	0.696889231621	1.0
20003_1140909806	Treatment/medication code: dosulepin	337159	1217	335942	0.00360957	1.00357720602	1.00979386416	1.01465431124	0.00896474696682	1.63465977282	0.0510601949053	4.096580170367776	2.5060751102373398	-0.00326947807792	0.00230830200276	-0.100719873619	0.0711097858593	-1.41639961929	0.921670732332	1.0
20003_1140911730	Treatment/medication code: flax oil tablet	337159	552	336607	0.00163721	1.01653139122	1.01720329163	0.990082455119	0.00783915735369	-1.26512894613	0.897087445989	-0.5999219755554241	0.4741982842077106	0.00567782922903	0.00213709822025	0.332262947657	0.125061625746	2.65679376607	0.00394438431009	1.0
20003_1140911640	Treatment/medication code: lecithin product	337159	192	336967	0.000569464	0.997310763579	1.00299202427	1.00058667425	0.00830310444522	0.0706572164386	0.471835286013	NA	NA	0.000669586806916	0.00222331210104	0.0948485276716	0.314937327259	0.301166357437	0.381643821213	1.0
20003_1140864196	Treatment/medication code: climagest 1mg tablet	337159	171	336988	0.000507179	1.00361220421	1.01281615837	0.999897785787	0.00866052361705	-0.0118023132559	0.504708332457	-0.028296908674211044	2.397573091026485	0.000667089547054	0.00226895919755	0.104278484535	0.354680458773	0.294006850266	0.384376334421	1.0
